76        2        
77        3        
78        2        
79        4        
82        3        
83        2        
84        5        
86        3        
87        3        
88        2        
89        2        
90        2        
91        15       
1         1        
6         1        
7         2        
10        1        
13        17       
14        2        
16        1        
18        1        
21        9        
22        2        
28        3        
29        1        
30        3        
34        1        
36        2        
38        2        
41        1        
48        2        
53        9        
56        1        
58        3        
61        2        
63        8        
64        1        
67        2        
68        1        
74        2        
76        1        
77        1        
82        1        
87        3        
91        4        
4         1        
7         1        
13        3        
14        1        
19        4        
22        2        
23        1        
25        9        
28        6        
31        4        
36        15       
37        2        
38        1        
40        9        
48        1        
52        4        
57        1        
58        19       
61        1        
63        1        
71        3        
74        1        
79        4        
91        9        
0         6        
1         2        
2         2        
3         4        
4         2        
5         4        
6         2        
7         6        
8         3        
9         4        
10        2        
12        2        
13        9        
14        6        
15        2        
16        3        
17        4        
18        2        
19        2        
20        4        
21        2        
22        6        
23        2        
24        2        
25        2        
27        3        
28        5        
29        3        
30        3        
31        6        
32        3        
33        2        
34        2        
36        6        
37        5        
38        3        
39        6        
40        2        
41        2        
42        2        
43        2        
45        2        
47        2        
48        6        
49        3        
50        2        
51        2        
52        2        
53        2        
55        2        
56        3        
57        12       
58        10       
59        3        
61        6        
62        3        
63        4        
64        2        
65        4        
66        2        
67        3        
68        3        
69        2        
70        3        
71        2        
72        2        
74        6        
75        2        
76        3        
77        2        
78        2        
79        2        
81        2        
82        2        
83        3        
84        2        
85        2        
86        3        
87        2        
88        2        
89        2        
90        3        
91        10       
93        10       
1         5        
2         5        
3         5        
5         5        
6         5        
7         14       
8         5        
9         6        
10        5        
13        21       
14        17       
15        7        
16        5        
17        5        
18        5        
19        5        
20        7        
22        12       
23        6        
24        5        
27        5        
28        11       
29        6        
30        5        
31        5        
32        5        
34        5        
35        1        
36        12       
37        26       
38        2        
39        5        
47        5        
48        15       
49        5        
50        5        
51        5        
52        5        
54        1        
55        5        
56        6        
58        12       
59        5        
61        12       
62        5        
63        8        
65        5        
66        5        
67        5        
68        5        
69        5        
70        5        
71        5        
74        12       
76        7        
77        5        
78        5        
79        5        
82        5        
83        5        
84        5        
86        6        
87        5        
88        5        
89        9        
90        5        
91        5        
0         1        
5         1        
6         1        
10        1        
13        3        
19        1        
23        2        
28        2        
37        1        
42        1        
43        1        
58        2        
66        2        
86        2        
91        8        
93        8        
5         2        
7         11       
9         2        
13        15       
14        12       
18        4        
20        2        
22        11       
28        2        
36        11       
37        2        
39        5        
48        13       
57        9        
58        12       
61        11       
67        1        
70        4        
74        11       
75        1        
91        5        
13        4        
19        7        
23        2        
27        2        
28        1        
31        13       
35        1        
38        2        
39        1        
48        2        
52        4        
58        7        
61        1        
63        4        
66        2        
71        4        
73        3        
74        1        
79        4        
91        12       
0         34       
1         126      
2         85       
3         112      
4         35       
5         117      
6         101      
7         279      
8         85       
9         102      
10        121      
12        52       
13        484      
14        292      
15        119      
16        129      
17        88       
18        130      
19        85       
20        156      
21        90       
22        301      
23        142      
24        85       
25        63       
27        132      
28        121      
29        92       
30        129      
31        94       
32        88       
33        35       
34        133      
35        3        
36        290      
37        111      
38        52       
39        88       
40        50       
41        30       
42        44       
43        34       
44        8        
45        35       
47        90       
48        354      
49        85       
50        121      
51        86       
52        88       
53        53       
54        10       
55        141      
56        90       
57        48       
58        504      
59        85       
61        307      
62        87       
63        125      
64        30       
65        116      
66        143      
67        116      
68        127      
69        119      
70        85       
71        88       
72        60       
73        35       
74        304      
75        32       
76        101      
77        129      
78        90       
79        88       
81        61       
82        129      
83        85       
84        119      
85        57       
86        90       
87        123      
88        90       
89        117      
90        88       
91        96       
92        10       
93        40       
1         1        
2         1        
3         1        
5         1        
6         1        
7         23       
8         5        
9         1        
10        1        
13        73       
14        26       
15        1        
16        2        
17        5        
18        3        
19        6        
20        1        
21        1        
22        21       
23        1        
24        5        
27        6        
28        1        
29        5        
30        1        
31        24       
32        5        
34        1        
35        14       
36        21       
37        9        
38        5        
39        21       
47        5        
48        33       
49        5        
50        1        
51        5        
52        5        
55        1        
56        5        
57        1        
58        79       
59        5        
61        21       
62        8        
63        1        
65        1        
66        1        
67        1        
68        2        
69        1        
70        5        
71        5        
72        2        
73        3        
74        21       
75        5        
76        5        
77        2        
78        11       
79        5        
82        1        
83        5        
84        1        
86        5        
87        1        
88        6        
89        45       
90        5        
91        16       
93        9        
1         1        
2         1        
3         1        
5         1        
6         1        
7         9        
8         1        
9         1        
10        1        
13        10       
14        9        
15        1        
16        1        
17        1        
18        2        
19        1        
20        1        
22        8        
23        1        
24        1        
27        1        
28        2        
29        1        
30        1        
31        2        
32        1        
33        9        
34        1        
36        8        
37        2        
38        3        
39        7        
44        1        
45        9        
47        1        
48        9        
49        1        
50        1        
51        1        
52        1        
54        1        
55        1        
56        1        
57        1        
58        9        
59        1        
61        8        
62        1        
63        1        
65        1        
66        1        
67        1        
68        1        
69        1        
70        1        
71        1        
74        8        
76        1        
77        1        
78        1        
79        1        
82        1        
83        1        
84        1        
86        1        
87        1        
88        1        
89        1        
90        1        
91        3        
0         1        
1         1        
2         1        
3         2        
4         1        
5         2        
6         1        
7         5        
8         1        
9         1        
10        1        
12        1        
13        8        
14        6        
15        1        
16        1        
17        1        
18        1        
19        1        
20        1        
21        1        
22        5        
23        3        
24        1        
25        1        
27        1        
28        8        
29        1        
30        1        
31        9        
32        1        
33        1        
34        1        
36        5        
37        1        
38        3        
39        1        
40        2        
41        12       
42        1        
43        1        
44        1        
45        1        
47        2        
48        5        
49        1        
50        1        
51        1        
52        1        
53        1        
54        1        
55        1        
56        1        
57        1        
58        5        
59        1        
61        5        
62        1        
63        1        
64        12       
65        2        
66        3        
67        1        
68        1        
69        1        
70        1        
71        1        
72        1        
74        5        
75        3        
76        1        
77        1        
78        1        
79        1        
81        1        
82        1        
83        1        
84        1        
85        1        
86        1        
87        1        
88        1        
89        1        
90        1        
91        5        
93        1        
1         1        
2         1        
3         1        
5         1        
6         1        
7         1        
8         1        
9         1        
10        1        
13        4        
14        1        
15        1        
16        1        
17        1        
18        1        
19        1        
20        1        
21        2        
22        2        
23        1        
24        1        
27        1        
28        1        
29        2        
30        1        
31        1        
32        1        
34        1        
36        1        
37        2        
38        2        
39        5        
40        3        
43        1        
47        1        
48        1        
49        1        
50        1        
51        1        
52        1        
55        1        
56        2        
57        1        
58        2        
59        1        
61        1        
62        1        
63        3        
65        1        
66        1        
67        1        
68        1        
69        1        
70        1        
71        1        
74        1        
76        2        
77        1        
78        1        
79        1        
82        1        
83        1        
84        1        
85        1        
86        1        
87        1        
88        1        
89        1        
90        1        
91        9        
1         1        
3         2        
5         2        
6         1        
7         41       
9         2        
10        7        
13        42       
14        43       
15        1        
16        1        
18        1        
19        1        
20        2        
22        35       
23        2        
27        1        
28        2        
29        4        
30        1        
34        1        
35        6        
36        35       
38        1        
48        43       
50        1        
55        1        
56        4        
58        35       
61        35       
63        2        
65        2        
66        2        
67        1        
68        1        
69        1        
73        1        
74        35       
76        2        
77        1        
82        1        
84        1        
87        1        
89        1        
91        5        
93        2        
0         1        
1         12       
3         6        
4         1        
5         6        
7         128      
12        1        
13        128      
14        129      
16        12       
18        1        
21        1        
22        128      
25        1        
27        1        
28        1        
30        13       
33        1        
34        12       
36        128      
37        1        
38        1        
39        4        
40        1        
41        1        
42        1        
43        2        
45        1        
48        128      
53        1        
55        1        
57        2        
58        128      
61        128      
63        2        
64        1        
65        6        
68        12       
72        1        
73        1        
74        128      
75        1        
77        12       
81        2        
82        14       
85        1        
86        1        
87        16       
91        5        
5         1        
7         3        
13        4        
14        3        
19        4        
22        3        
31        8        
36        3        
38        1        
39        4        
48        3        
52        3        
58        5        
61        3        
63        1        
71        4        
73        1        
74        3        
76        1        
79        4        
81        1        
91        20       
0         1        
1         1        
2         1        
3         1        
4         1        
5         2        
6         1        
7         4        
8         1        
9         1        
10        1        
12        1        
13        87       
14        7        
15        1        
16        1        
17        1        
18        1        
19        1        
20        1        
21        1        
22        9        
23        1        
24        1        
25        1        
27        1        
28        1        
29        2        
30        1        
31        1        
32        1        
33        1        
34        1        
36        15       
37        1        
38        8        
39        5        
40        1        
41        1        
42        1        
43        1        
45        1        
47        1        
48        18       
49        1        
50        2        
51        1        
52        1        
53        1        
55        1        
56        2        
57        1        
58        79       
59        1        
61        24       
62        2        
63        3        
64        1        
65        1        
66        1        
67        1        
68        1        
69        2        
70        1        
71        1        
72        1        
74        8        
75        2        
76        2        
77        1        
78        1        
79        1        
81        1        
82        1        
83        1        
84        2        
85        1        
86        1        
87        1        
88        1        
89        1        
90        1        
91        5        
5         1        
7         3        
13        30       
14        3        
22        4        
25        9        
28        3        
29        2        
36        3        
37        2        
38        1        
41        1        
48        3        
56        2        
58        4        
61        3        
62        1        
63        1        
64        1        
74        3        
76        2        
91        13       
1         1        
2         1        
3         1        
5         1        
6         1        
7         5        
8         1        
9         1        
10        1        
13        8        
14        5        
15        1        
16        1        
17        1        
18        3        
19        1        
20        1        
22        5        
23        1        
24        1        
25        9        
27        1        
28        2        
29        1        
30        1        
31        2        
32        1        
34        1        
36        6        
37        3        
38        2        
39        1        
47        4        
48        5        
49        1        
50        1        
51        1        
52        1        
55        1        
56        1        
58        8        
59        1        
61        5        
62        1        
63        4        
65        1        
66        1        
67        1        
68        1        
69        1        
70        1        
71        1        
73        1        
74        5        
76        1        
77        1        
78        1        
79        1        
82        1        
83        1        
84        1        
86        1        
87        1        
88        2        
89        1        
90        1        
91        9        
0         36       
1         32       
2         38       
3         45       
4         69       
5         46       
6         31       
7         364      
8         37       
9         49       
10        32       
12        34       
13        568      
14        374      
15        31       
16        32       
17        39       
18        36       
19        40       
20        39       
21        42       
22        385      
23        31       
24        41       
25        29       
27        35       
28        41       
29        37       
30        34       
31        48       
32        38       
33        35       
34        32       
35        4        
36        383      
37        98       
38        20       
39        37       
40        11       
41        32       
42        65       
43        36       
44        4        
45        35       
47        42       
48        389      
49        38       
50        31       
51        39       
52        39       
53        59       
54        2        
55        33       
56        37       
57        59       
58        501      
59        37       
61        377      
62        41       
63        34       
64        32       
65        45       
66        38       
67        31       
68        32       
69        31       
70        37       
71        39       
72        43       
73        4        
74        376      
75        20       
76        55       
77        33       
78        39       
79        40       
81        67       
82        35       
83        37       
84        31       
85        64       
86        40       
87        34       
88        40       
89        40       
90        37       
91        46       
92        1        
93        36       
1         3        
2         3        
3         3        
4         1        
5         4        
6         3        
7         22       
8         3        
9         3        
10        3        
13        35       
14        26       
15        3        
16        3        
17        3        
18        7        
19        3        
20        3        
22        19       
23        5        
24        3        
27        4        
28        3        
29        4        
30        3        
31        3        
32        3        
34        3        
36        19       
37        3        
38        1        
39        3        
44        1        
47        3        
48        28       
49        3        
50        3        
51        3        
52        3        
54        1        
55        3        
56        4        
58        22       
59        3        
61        19       
62        3        
63        3        
65        3        
66        3        
67        3        
68        3        
69        3        
70        3        
71        4        
73        1        
74        19       
76        4        
77        3        
78        3        
79        3        
82        3        
83        3        
84        3        
86        3        
87        3        
88        3        
89        3        
90        3        
91        4        
7         1        
13        5        
14        1        
22        1        
28        1        
36        1        
38        2        
39        4        
40        9        
48        1        
58        1        
61        1        
63        2        
74        1        
75        1        
91        9        
0         9        
7         3        
13        5        
14        4        
22        3        
36        4        
38        1        
43        9        
48        8        
58        5        
61        3        
67        1        
71        1        
72        1        
74        3        
7         6        
12        9        
13        8        
14        6        
22        7        
28        1        
29        1        
33        9        
36        6        
38        1        
45        9        
48        6        
56        1        
57        9        
58        9        
61        6        
63        1        
74        6        
75        9        
76        1        
77        1        
81        1        
88        1        
0         1        
1         1        
2         1        
3         1        
4         1        
5         1        
6         1        
7         2        
8         1        
9         1        
10        1        
12        1        
13        4        
14        2        
15        1        
16        2        
17        1        
18        1        
19        1        
20        1        
21        1        
22        2        
23        1        
24        1        
25        1        
27        1        
28        1        
29        1        
30        1        
31        1        
32        1        
33        1        
34        1        
36        2        
37        2        
38        1        
39        2        
40        1        
41        1        
42        10       
43        1        
45        1        
47        1        
48        2        
49        1        
50        1        
51        1        
52        1        
53        1        
55        1        
56        1        
57        10       
58        2        
59        1        
61        2        
62        1        
63        2        
64        1        
65        1        
66        1        
67        1        
68        1        
69        1        
70        1        
71        1        
72        1        
74        2        
75        1        
76        1        
77        1        
78        1        
79        1        
81        1        
82        1        
83        1        
84        1        
85        1        
86        1        
87        1        
88        2        
89        1        
90        1        
91        1        
13        5        
14        1        
15        1        
29        3        
31        1        
37        3        
38        2        
48        1        
53        1        
56        3        
58        1        
63        2        
76        3        
1         1        
2         1        
3         1        
5         1        
6         1        
7         6        
8         1        
9         1        
10        1        
13        18       
14        12       
15        1        
16        1        
17        1        
18        1        
19        1        
20        1        
22        2        
23        1        
24        1        
27        1        
28        2        
29        1        
30        1        
31        1        
32        1        
34        1        
36        2        
37        3        
38        2        
39        1        
47        1        
48        9        
49        1        
50        1        
51        1        
52        1        
55        1        
56        1        
58        3        
59        1        
61        2        
62        1        
63        2        
65        1        
66        1        
67        1        
68        1        
69        1        
70        1        
71        1        
72        9        
74        2        
76        1        
77        1        
78        1        
79        1        
82        1        
83        1        
84        1        
86        1        
87        1        
88        1        
89        1        
90        1        
91        2        
0         1        
4         1        
12        1        
13        3        
21        1        
25        1        
33        1        
38        1        
40        1        
41        1        
42        1        
43        1        
44        1        
45        1        
53        1        
57        1        
63        2        
64        1        
72        1        
73        1        
75        10       
81        1        
85        1        
86        1        
0         1        
1         7        
2         2        
3         2        
4         2        
5         2        
6         2        
8         2        
9         2        
10        2        
12        1        
13        3        
15        2        
16        2        
17        2        
18        2        
19        2        
20        2        
21        1        
23        2        
24        2        
25        1        
27        2        
28        2        
29        2        
30        2        
31        2        
32        2        
33        1        
34        2        
37        2        
39        2        
40        10       
41        1        
42        1        
43        1        
45        1        
47        2        
49        2        
50        2        
51        2        
52        3        
53        1        
55        2        
56        2        
57        2        
58        1        
59        2        
62        2        
63        4        
64        1        
65        2        
66        2        
67        2        
68        5        
69        2        
70        2        
71        2        
72        1        
73        1        
75        1        
76        2        
77        2        
78        4        
79        2        
81        1        
82        2        
83        2        
84        2        
85        1        
86        2        
87        2        
88        2        
89        2        
90        2        
91        2        
0         2        
1         1        
2         1        
3         1        
4         2        
5         1        
6         1        
7         1        
8         1        
9         1        
10        1        
12        3        
13        6        
14        1        
15        1        
16        1        
17        1        
18        1        
19        1        
20        1        
21        2        
22        1        
23        1        
24        1        
25        12       
27        1        
28        1        
29        1        
30        1        
31        1        
32        1        
33        2        
34        1        
36        1        
37        1        
38        1        
39        1        
40        2        
41        2        
42        2        
43        2        
45        2        
47        1        
48        1        
49        3        
50        1        
51        1        
52        1        
53        2        
55        1        
56        1        
57        3        
58        4        
59        1        
61        1        
62        2        
63        1        
64        2        
65        1        
66        1        
67        1        
68        1        
69        1        
70        1        
71        1        
72        2        
73        1        
74        1        
75        2        
76        1        
77        1        
78        1        
79        1        
81        2        
82        1        
83        1        
84        1        
85        2        
86        1        
87        1        
88        1        
89        1        
90        1        
91        1        
93        1        
0         31       
1         25       
2         23       
3         24       
4         10       
5         24       
6         30       
7         328      
8         21       
9         27       
10        27       
12        12       
13        499      
14        334      
15        25       
16        24       
17        21       
18        30       
19        23       
20        27       
21        32       
22        340      
23        23       
24        25       
25        29       
27        27       
28        25       
29        32       
30        25       
31        42       
32        21       
33        29       
34        24       
35        4        
36        349      
37        59       
38        17       
39        22       
40        14       
41        15       
42        13       
43        31       
44        28       
45        29       
47        22       
48        343      
49        22       
50        23       
51        23       
52        24       
53        30       
54        28       
55        23       
56        32       
57        26       
58        433      
59        24       
61        336      
62        24       
63        25       
64        15       
65        24       
66        23       
67        24       
68        24       
69        23       
70        23       
71        24       
72        4        
73        1        
74        339      
75        57       
76        32       
77        24       
78        27       
79        23       
81        18       
82        24       
83        22       
84        25       
85        19       
86        28       
87        25       
88        29       
89        23       
90        21       
91        31       
